StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q-Age,Q-Gender,Q-Race,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-FeelingThermR_1,Q-FeelingThermD_1,Q-AffPolarization,Q-DemThreat,Q-ReElection,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-AttentionCheck,Q-Manipulation Check,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,45 - 54,Non-binary / third gender,American Indian or Alaska Native,Other Party (Please Specify),Diam. Cras magna a viverra consequat in consectetuer mattis fusce wisi? Scelerisque.,,Closer to Democratic Party,30,2,Slightly important,Manipulating geographic boundaries of election districts,Unlikely,Very uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,Control,Electoral,Democratic,Republican,Democrat,Republican,,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,1,TRUE,4/28/26 8:05,test,,25 - 34,Male,American Indian or Alaska Native,No Preference,,,Closer to Republican Party,90,7,Low importance,Banning political rallies,Neither likely nor unlikely,Uncomfortable,Somewhat comfortable,Somewhat comfortable,Democrat,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,Under 18,,,,,,,,,,,,,,,,,InParty,Democracy,,,,,,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Prefer not to say,Asian,Democrat,,Strong,,6,17,Slightly important,Banning political rallies,Very likely,Uncomfortable,Somewhat uncomfortable,Somewhat comfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Prefer not to say,Black or African American,Independent,,,Neither,60,88,Slightly important,Directing law enforcement to investigate politicians of the opposing party,Very unlikely,Somewhat uncomfortable,Comfortable,Uncomfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican
4/28/26 8:05,4/28/26 8:05,Survey Test,100,1,TRUE,4/28/26 8:05,test,,55 - 64,Non-binary / third gender,American Indian or Alaska Native,Other Party (Please Specify),Diam duis dignissim ultrices leo malesuada bibendum magnis est velit.,,Closer to Democratic Party,65,86,Moderately important,Prosecuting journalists for unfair news coverage,Somewhat unlikely,Uncomfortable,Somewhat comfortable,Somewhat uncomfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,45 - 54,Male,Native Hawaiian or Pacific Islander,Independent,,,Closer to Democratic Party,17,56,Important,Prosecuting journalists for unfair news coverage,Somewhat unlikely,Very comfortable,Somewhat uncomfortable,Somewhat uncomfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican
4/28/26 8:05,4/28/26 8:05,Survey Test,100,1,TRUE,4/28/26 8:05,test,,85 or older,Non-binary / third gender,White,No Preference,,,Closer to Republican Party,99,91,Low importance,Restructuring the state’s highest court in the incumbent’s favor,Very likely,Comfortable,Uncomfortable,Somewhat comfortable,Republican,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Prefer not to say,Other,Republican,,Strong,,6,7,Slightly important,Prosecuting journalists for unfair news coverage,Neither likely nor unlikely,Comfortable,Somewhat uncomfortable,Very uncomfortable,Republican,The governor took this action to pursue a specific policy outcome.,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,Under 18,,,,,,,,,,,,,,,,,InParty,Policy,,,,,,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Non-binary / third gender,Other,Other Party (Please Specify),Neque eros malesuada magnis. Sem justo purus. Volutpat ridiculus. Urna maecenas elit wisi! Convallis.,,Closer to Republican Party,24,42,Low importance,Banning political rallies,Likely,Somewhat uncomfortable,Very uncomfortable,Very comfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Non-binary / third gender,Black or African American,No Preference,,,Neither,50,40,Moderately important,Prosecuting journalists for unfair news coverage,Somewhat unlikely,Uncomfortable,Very uncomfortable,Somewhat comfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,55 - 64,Non-binary / third gender,American Indian or Alaska Native,Other Party (Please Specify),"Faucibus. Vulputate, sodales. Phasellus sollicitudin diam urna! Proin fusce? Ligula atque euismod eget.",,Closer to Republican Party,36,35,Important,Banning political rallies,Very unlikely,Somewhat comfortable,Very Comfortable,Very uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Non-binary / third gender,Other,Democrat,,Strong,,16,50,Low importance,Manipulating geographic boundaries of election districts,Somewhat likely,Neither comfortable nor uncomfortable,Very Comfortable,Somewhat uncomfortable,Democrat,The governor took this action in an effort to reshape democratic norms and institutions,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,65 - 74,Female,Other,Independent,,,Closer to Republican Party,0,92,Moderately important,Directing law enforcement to investigate politicians of the opposing party,Neither likely nor unlikely,Very comfortable,Comfortable,Neither comfortable nor uncomfortable,Not Specified,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,18 - 24,Prefer not to say,Asian,Other Party (Please Specify),"Porttitor suspendisse? Blandit tempora lacus dolorem orci tortor, gravida tincidunt.",,Neither,4,88,Important,Restructuring the state’s highest court in the incumbent’s favor,Very likely,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Comfortable,Republican,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,75 - 84,Prefer not to say,Black or African American,No Preference,,,Neither,39,56,Low importance,Directing law enforcement to investigate politicians of the opposing party,Somewhat unlikely,Very uncomfortable,Uncomfortable,Somewhat comfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,75 - 84,Female,Other,Independent,,,Closer to Republican Party,8,87,Moderately important,Directing law enforcement to investigate politicians of the opposing party,Very likely,Comfortable,Somewhat comfortable,Uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,Control,Policy,Republican,Democratic,Republican,Democrat,,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Male,Asian,Independent,,,Closer to Democratic Party,26,20,Very important,Directing law enforcement to investigate politicians of the opposing party,Somewhat unlikely,Somewhat comfortable,Comfortable,Uncomfortable,Democrat,The governor took this action to pursue a specific policy outcome.,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,18 - 24,Non-binary / third gender,White,Republican,,Not Very Strong,,92,58,Extremely important,Prosecuting journalists for unfair news coverage,Very unlikely,Neither comfortable nor uncomfortable,Comfortable,Somewhat comfortable,Democrat,The governor took this action to pursue a specific policy outcome.,Control,Policy,Republican,Democratic,Republican,Democrat,,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,75 - 84,Non-binary / third gender,Asian,Other Party (Please Specify),Blandit metus aliquet pellentesque? Potenti porttitor ab. Magna at etiam commodo at nunc vestibulum? Posuere.,,Neither,75,72,Not at all important,Prosecuting journalists for unfair news coverage,Unlikely,Neither comfortable nor uncomfortable,Very Comfortable,Neither comfortable nor uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,85 or older,Male,Native Hawaiian or Pacific Islander,No Preference,,,Closer to Republican Party,50,2,Slightly important,Restructuring the state’s highest court in the incumbent’s favor,Unlikely,Very comfortable,Neither comfortable nor uncomfortable,Uncomfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,45 - 54,Prefer not to say,Other,Other Party (Please Specify),"Quis integer vel? Luctus, dolor volutpat luctus ullamcorper sodales. Pellentesque. Cursus aenean est mi sed.",,Closer to Republican Party,9,0,Very important,Restructuring the state’s highest court in the incumbent’s favor,Somewhat unlikely,Somewhat uncomfortable,Very uncomfortable,Somewhat uncomfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,Control,Electoral,Republican,Democratic,Republican,Democrat,,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,1,TRUE,4/28/26 8:05,test,,55 - 64,Female,White,No Preference,,,Neither,66,41,Moderately important,Directing law enforcement to investigate politicians of the opposing party,Very likely,Very uncomfortable,Very Comfortable,Very comfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Prefer not to say,Asian,Independent,,,Neither,78,19,Slightly important,Manipulating geographic boundaries of election districts,Very unlikely,Comfortable,Uncomfortable,Somewhat uncomfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,55 - 64,Female,American Indian or Alaska Native,Republican,,Not Very Strong,,46,7,Moderately important,Prosecuting journalists for unfair news coverage,Likely,Somewhat comfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Democrat,The governor took this action to pursue a specific policy outcome.,Control,Electoral,Republican,Democratic,Republican,Democrat,,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,55 - 64,Non-binary / third gender,Other,Democrat,,Strong,,66,74,Not at all important,Directing law enforcement to investigate politicians of the opposing party,Somewhat likely,Very comfortable,Comfortable,Very uncomfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,1,TRUE,4/28/26 8:05,test,,25 - 34,Non-binary / third gender,Native Hawaiian or Pacific Islander,Independent,,,Neither,9,64,Extremely important,Restructuring the state’s highest court in the incumbent’s favor,Very unlikely,Uncomfortable,Comfortable,Uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,85 or older,Female,American Indian or Alaska Native,No Preference,,,Closer to Republican Party,25,90,Slightly important,Restructuring the state’s highest court in the incumbent’s favor,Unlikely,Very uncomfortable,Somewhat comfortable,Somewhat uncomfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,65 - 74,Prefer not to say,White,Republican,,Strong,,30,51,Not at all important,Restructuring the state’s highest court in the incumbent’s favor,Very likely,Somewhat comfortable,Very Comfortable,Somewhat comfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,Control,Policy,Republican,Democratic,Republican,Democrat,,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Non-binary / third gender,White,Other Party (Please Specify),Atque montes pede. Convallis consequat metus diam eu vel. Eget erat vehicula dapibus. At.,,Neither,1,72,Not at all important,Banning political rallies,Neither likely nor unlikely,Very comfortable,Somewhat uncomfortable,Very uncomfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,25 - 34,Female,Native Hawaiian or Pacific Islander,No Preference,,,Closer to Republican Party,60,25,Slightly important,Banning political rallies,Somewhat unlikely,Uncomfortable,Uncomfortable,Neither comfortable nor uncomfortable,Republican,The governor took this action to pursue a specific policy outcome.,Control,Electoral,Republican,Democratic,Republican,Democrat,,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,75 - 84,Male,Black or African American,Democrat,,Strong,,79,31,Extremely important,Banning political rallies,Likely,Comfortable,Very uncomfortable,Somewhat uncomfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,75 - 84,Prefer not to say,Asian,Other Party (Please Specify),Porttitor praesent cursus! Aliquam porta euismod suscipit augue sed etiam porttitor euismod bibendum.,,Closer to Republican Party,100,84,Very important,Prosecuting journalists for unfair news coverage,Somewhat likely,Neither comfortable nor uncomfortable,Very Comfortable,Uncomfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,85 or older,Prefer not to say,American Indian or Alaska Native,Other Party (Please Specify),At convallis aenean felis luctus. Maecenas est auctor porttitor sed consequat.,,Neither,39,0,Extremely important,Banning political rallies,Somewhat likely,Very uncomfortable,Somewhat comfortable,Uncomfortable,Republican,The governor took this action in an effort to reshape democratic norms and institutions,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,85 or older,Male,Native Hawaiian or Pacific Islander,Other Party (Please Specify),Consectetuer sit ligula. Cras! Fringilla ullamcorper leo. Luctus commodo venenatis phasellus fusce.,,Closer to Democratic Party,73,21,Important,Prosecuting journalists for unfair news coverage,Likely,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat comfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,45 - 54,Male,American Indian or Alaska Native,Other Party (Please Specify),"Est mi natoque primis pede nullam venenatis magnis platea dignissim curabitur quam commodo, per vestibulum.",,Neither,84,6,Slightly important,Prosecuting journalists for unfair news coverage,Very likely,Comfortable,Very uncomfortable,Somewhat uncomfortable,Not Specified,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,55 - 64,Prefer not to say,American Indian or Alaska Native,Other Party (Please Specify),"Dui. Porttitor rhoncus temporibus sagittis fusce volutpat quam ullamcorper potenti, lectus.",,Closer to Democratic Party,44,22,Very important,Prosecuting journalists for unfair news coverage,Very likely,Neither comfortable nor uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,Control,Electoral,Democratic,Republican,Democrat,Republican,,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,18 - 24,Female,American Indian or Alaska Native,No Preference,,,Closer to Republican Party,99,16,Moderately important,Prosecuting journalists for unfair news coverage,Unlikely,Comfortable,Somewhat comfortable,Comfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,45 - 54,Prefer not to say,White,Democrat,,Not Very Strong,,59,48,Important,Restructuring the state’s highest court in the incumbent’s favor,Likely,Somewhat uncomfortable,Somewhat uncomfortable,Very comfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,75 - 84,Prefer not to say,Native Hawaiian or Pacific Islander,Independent,,,Closer to Republican Party,44,88,Slightly important,Restructuring the state’s highest court in the incumbent’s favor,Very likely,Somewhat comfortable,Very uncomfortable,Comfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,1,TRUE,4/28/26 8:06,test,,65 - 74,Prefer not to say,Native Hawaiian or Pacific Islander,Democrat,,Not Very Strong,,42,43,Slightly important,Manipulating geographic boundaries of election districts,Somewhat likely,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Comfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,Control,Electoral,Democratic,Republican,Democrat,Republican,,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,35 - 44,Non-binary / third gender,Other,No Preference,,,Neither,12,94,Slightly important,Directing law enforcement to investigate politicians of the opposing party,Very unlikely,Somewhat uncomfortable,Very uncomfortable,Very comfortable,Republican,The governor took this action to pursue a specific policy outcome.,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,85 or older,Female,Native Hawaiian or Pacific Islander,No Preference,,,Closer to Democratic Party,45,33,Slightly important,Prosecuting journalists for unfair news coverage,Unlikely,Somewhat comfortable,Uncomfortable,Comfortable,Republican,The governor took this action to pursue a specific policy outcome.,Control,Electoral,Democratic,Republican,Democrat,Republican,,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,55 - 64,Non-binary / third gender,American Indian or Alaska Native,Independent,,,Closer to Republican Party,21,15,Extremely important,Directing law enforcement to investigate politicians of the opposing party,Somewhat unlikely,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,
4/28/26 8:06,4/28/26 8:06,Survey Test,100,0,TRUE,4/28/26 8:06,test,,45 - 54,Prefer not to say,Other,Independent,,,Closer to Republican Party,65,73,Low importance,Prosecuting journalists for unfair news coverage,Unlikely,Somewhat uncomfortable,Somewhat comfortable,Very uncomfortable,Republican,The governor took this action to pursue a specific policy outcome.,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat
