StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q-Age,Q-Gender,Q-Race,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-FeelingThermR_1,Q-FeelingThermD_1,Q-AffPolarization,Q-DemThreat,Q-ReElection,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-AttentionCheck,Q-Manipulation Check,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,republican_therm,democratic_therm,baseline_affpol_signed,baseline_affpol_abs,governor_support,baseline_demnorms,inlaw_comfort,inlaw_comfort_reversed,friend_comfort,friend_comfort_reversed,neighbor_comfort,neighbor_comfort_reversed,affpol_index,affpol_latent,party_id_7pt,inparty_feeling,outparty_feeling,baseline_inparty_minus_outparty,treated_any,inparty_treat,frame,selected_action,condition_7,attention_expected,attention_pass,manip_frame_response,frame_pass
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Prefer not to say,Black or African American,Other Party (Please Specify),Sem maecenas. Praesent? Rhoncus id pharetra nunc. Nonummy quis ligula nunc aenean massa.,,Closer to Republican Party,24,85,Very important,Manipulating geographic boundaries of election districts,Somewhat likely,Somewhat uncomfortable,Very uncomfortable,Comfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,24,85,-61,61,5,6,3,5,1,7,6,2,4.666666666666667,1.3418799811014999,1,24.0,85.0,-61.0,1,0.0,Policy,Manipulating geographic boundaries of election districts,OutParty-Policy,Democratic,0.0,Electoral,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Prefer not to say,Other,Independent,,,Closer to Democratic Party,58,95,Moderately important,Manipulating geographic boundaries of election districts,Somewhat likely,Somewhat uncomfortable,Somewhat uncomfortable,Uncomfortable,Democrat,The governor took this action in an effort to reshape democratic norms and institutions,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,58,95,-37,37,5,4,3,5,3,5,2,6,5.333333333333333,-0.2133813908001234,-1,95.0,58.0,37.0,1,0.0,Policy,Manipulating geographic boundaries of election districts,OutParty-Policy,Republican,0.0,Democracy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Prefer not to say,Asian,Independent,,,Closer to Republican Party,68,21,Low importance,Banning political rallies,Somewhat unlikely,Neither comfortable nor uncomfortable,Uncomfortable,Somewhat uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,68,21,47,47,3,2,4,4,2,6,3,5,5.0,-0.11706287211156856,1,68.0,21.0,47.0,1,0.0,Policy,Banning political rallies,OutParty-Policy,Democratic,0.0,Electoral,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,85 or older,Male,White,No Preference,,,Closer to Republican Party,28,100,Extremely important,Restructuring the state’s highest court in the incumbent’s favor,Very unlikely,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Uncomfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,28,100,-72,72,1,7,4,4,4,4,2,6,4.666666666666667,-0.6137445131186083,1,28.0,100.0,-72.0,1,0.0,Policy,Restructuring the state’s highest court in the incumbent’s favor,OutParty-Policy,Democratic,0.0,Electoral,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,65 - 74,Female,Native Hawaiian or Pacific Islander,Democrat,,Not Very Strong,,47,92,Not at all important,Prosecuting journalists for unfair news coverage,Somewhat likely,Neither comfortable nor uncomfortable,Uncomfortable,Comfortable,Democrat,The governor took this action to pursue a specific policy outcome.,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,,47,92,-45,45,5,1,4,4,2,6,6,2,4.0,0.941516858783015,-2,92.0,47.0,45.0,1,1.0,Democracy,Prosecuting journalists for unfair news coverage,InParty-Democracy,Democratic,0.0,Policy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,45 - 54,Prefer not to say,White,Democrat,,Not Very Strong,,17,10,Low importance,Prosecuting journalists for unfair news coverage,Somewhat unlikely,Somewhat comfortable,Somewhat comfortable,Somewhat uncomfortable,Democrat,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,,17,10,7,7,3,2,5,3,5,3,3,5,3.6666666666666665,-0.6612477251388988,-2,10.0,17.0,-7.0,1,1.0,Electoral,Prosecuting journalists for unfair news coverage,InParty-Electoral,Democratic,0.0,Democracy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,85 or older,Prefer not to say,American Indian or Alaska Native,Republican,,Not Very Strong,,45,88,Moderately important,Prosecuting journalists for unfair news coverage,Neither likely nor unlikely,Very comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Democrat,The governor took this action to pursue a specific policy outcome.,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,45,88,-43,43,4,4,7,1,4,4,4,4,3.0,-0.8933814634144063,2,45.0,88.0,-43.0,1,0.0,Electoral,Prosecuting journalists for unfair news coverage,OutParty-Electoral,Democratic,0.0,Policy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,18 - 24,Prefer not to say,Asian,Republican,,Not Very Strong,,89,81,Moderately important,Banning political rallies,Very likely,Comfortable,Very uncomfortable,Uncomfortable,Republican,The governor took this action to pursue a specific policy outcome.,Control,Policy,Republican,Democratic,Republican,Democrat,,,89,81,8,8,7,4,6,2,1,7,2,6,5.0,-1.0549164309834653,2,89.0,81.0,8.0,0,,Policy,Banning political rallies,Control,Not Specified,0.0,Policy,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Non-binary / third gender,Other,No Preference,,,Closer to Republican Party,40,58,Extremely important,Directing law enforcement to investigate politicians of the opposing party,Unlikely,Somewhat uncomfortable,Somewhat comfortable,Comfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,Control,Democracy,Republican,Democratic,Republican,Democrat,,,40,58,-18,18,2,7,3,5,5,3,6,2,3.3333333333333335,1.0542365196838095,1,40.0,58.0,-18.0,0,,Democracy,Directing law enforcement to investigate politicians of the opposing party,Control,Not Specified,0.0,Electoral,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,85 or older,Prefer not to say,Other,Democrat,,Not Very Strong,,95,45,Very important,Prosecuting journalists for unfair news coverage,Likely,Very comfortable,Uncomfortable,Neither comfortable nor uncomfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,Control,Policy,Democratic,Republican,Democrat,Republican,,,95,45,50,50,6,6,7,1,2,6,4,4,3.6666666666666665,-0.7495597327055611,-2,45.0,95.0,-50.0,0,,Policy,Prosecuting journalists for unfair news coverage,Control,Not Specified,1.0,Policy,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,45 - 54,Female,White,No Preference,,,Neither,65,72,Very important,Restructuring the state’s highest court in the incumbent’s favor,Somewhat unlikely,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat comfortable,Not Specified,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,Control,Electoral,Republican,Democratic,Republican,Democrat,,,65,72,-7,7,3,6,4,4,4,4,5,3,3.6666666666666665,0.44483521777597523,0,65.0,72.0,-7.0,0,,Electoral,Restructuring the state’s highest court in the incumbent’s favor,Control,Not Specified,1.0,Electoral,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Non-binary / third gender,Asian,Independent,,,Closer to Democratic Party,72,39,Slightly important,Manipulating geographic boundaries of election districts,Very likely,Uncomfortable,Uncomfortable,Somewhat comfortable,Not Specified,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,,72,39,33,33,7,3,2,6,2,6,5,3,5.0,1.2455614624129452,-1,39.0,72.0,-33.0,1,1.0,Policy,Manipulating geographic boundaries of election districts,InParty-Policy,Democratic,0.0,Electoral,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Female,American Indian or Alaska Native,Other Party (Please Specify),"Amet malesuada sollicitudin aliquet ac sagittis platea primis! Venenatis, integer mattis in.",,Closer to Republican Party,54,95,Low importance,Manipulating geographic boundaries of election districts,Very unlikely,Neither comfortable nor uncomfortable,Comfortable,Uncomfortable,Not Specified,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,54,95,-41,41,1,2,4,4,6,2,2,6,4.0,-0.7575662438274536,1,54.0,95.0,-41.0,1,0.0,Policy,Manipulating geographic boundaries of election districts,OutParty-Policy,Democratic,0.0,Electoral,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,45 - 54,Non-binary / third gender,Asian,Democrat,,Not Very Strong,,18,96,Slightly important,Banning political rallies,Neither likely nor unlikely,Somewhat uncomfortable,Uncomfortable,Comfortable,Democrat,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,,18,96,-78,78,4,3,3,5,2,6,6,2,4.333333333333333,1.2699691157470772,-2,96.0,18.0,78.0,1,1.0,Policy,Banning political rallies,InParty-Policy,Democratic,0.0,Electoral,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,1,TRUE,4/28/26 8:05,test,,35 - 44,Male,Black or African American,No Preference,,,Closer to Democratic Party,34,41,Slightly important,Prosecuting journalists for unfair news coverage,Likely,Very comfortable,Very uncomfortable,Somewhat uncomfortable,Democrat,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,,34,41,-7,7,6,3,7,1,1,7,3,5,4.333333333333333,-1.0305087776493331,-1,41.0,34.0,7.0,1,1.0,Electoral,Prosecuting journalists for unfair news coverage,InParty-Electoral,Democratic,0.0,Democracy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,45 - 54,Non-binary / third gender,American Indian or Alaska Native,Other Party (Please Specify),Diam. Cras magna a viverra consequat in consectetuer mattis fusce wisi? Scelerisque.,,Closer to Democratic Party,30,2,Slightly important,Manipulating geographic boundaries of election districts,Unlikely,Very uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,Control,Electoral,Democratic,Republican,Democrat,Republican,,,30,2,28,28,2,3,1,7,3,5,3,5,5.666666666666667,0.796383033426196,-1,2.0,30.0,-28.0,0,,Electoral,Manipulating geographic boundaries of election districts,Control,Not Specified,0.0,Electoral,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,1,TRUE,4/28/26 8:05,test,,25 - 34,Male,American Indian or Alaska Native,No Preference,,,Closer to Republican Party,90,7,Low importance,Banning political rallies,Neither likely nor unlikely,Uncomfortable,Somewhat comfortable,Somewhat comfortable,Democrat,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,,90,7,83,83,4,2,2,6,5,3,5,3,4.0,1.0298288663496773,1,90.0,7.0,83.0,1,1.0,Electoral,Banning political rallies,InParty-Electoral,Republican,0.0,Democracy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Prefer not to say,Asian,Democrat,,Strong,,6,17,Slightly important,Banning political rallies,Very likely,Uncomfortable,Somewhat uncomfortable,Somewhat comfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,,6,17,-11,11,7,3,2,6,3,5,5,3,4.666666666666667,1.1736505970585225,-3,17.0,6.0,11.0,1,1.0,Democracy,Banning political rallies,InParty-Democracy,Democratic,0.0,Democracy,1.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Prefer not to say,Black or African American,Independent,,,Neither,60,88,Slightly important,Directing law enforcement to investigate politicians of the opposing party,Very unlikely,Somewhat uncomfortable,Comfortable,Uncomfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,60,88,-28,28,1,3,3,5,6,2,2,6,4.333333333333333,-0.42911398686339125,0,88.0,60.0,28.0,1,0.0,Electoral,Directing law enforcement to investigate politicians of the opposing party,OutParty-Electoral,Republican,0.0,Democracy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,1,TRUE,4/28/26 8:05,test,,55 - 64,Non-binary / third gender,American Indian or Alaska Native,Other Party (Please Specify),Diam duis dignissim ultrices leo malesuada bibendum magnis est velit.,,Closer to Democratic Party,65,86,Moderately important,Prosecuting journalists for unfair news coverage,Somewhat unlikely,Uncomfortable,Somewhat comfortable,Somewhat uncomfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,65,86,-21,21,3,4,2,6,5,3,3,5,4.666666666666667,0.32410904575328825,-1,86.0,65.0,21.0,1,0.0,Democracy,Prosecuting journalists for unfair news coverage,OutParty-Democracy,Republican,0.0,Democracy,1.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,45 - 54,Male,Native Hawaiian or Pacific Islander,Independent,,,Closer to Democratic Party,17,56,Important,Prosecuting journalists for unfair news coverage,Somewhat unlikely,Very comfortable,Somewhat uncomfortable,Somewhat uncomfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,17,56,-39,39,3,5,7,1,3,5,3,5,3.6666666666666665,-1.1743305083581783,-1,56.0,17.0,39.0,1,0.0,Electoral,Prosecuting journalists for unfair news coverage,OutParty-Electoral,Republican,0.0,Policy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,1,TRUE,4/28/26 8:05,test,,85 or older,Non-binary / third gender,White,No Preference,,,Closer to Republican Party,99,91,Low importance,Restructuring the state’s highest court in the incumbent’s favor,Very likely,Comfortable,Uncomfortable,Somewhat comfortable,Republican,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,,99,91,8,8,7,2,6,2,2,6,5,3,3.6666666666666665,-0.0682475654433043,1,99.0,91.0,8.0,1,1.0,Policy,Restructuring the state’s highest court in the incumbent’s favor,InParty-Policy,Republican,1.0,Democracy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Prefer not to say,Other,Republican,,Strong,,6,7,Slightly important,Prosecuting journalists for unfair news coverage,Neither likely nor unlikely,Comfortable,Somewhat uncomfortable,Very uncomfortable,Republican,The governor took this action to pursue a specific policy outcome.,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,,6,7,-1,1,4,3,6,2,3,5,1,7,4.666666666666667,-1.551598071990505,3,6.0,7.0,-1.0,1,1.0,Policy,Prosecuting journalists for unfair news coverage,InParty-Policy,Republican,1.0,Policy,1.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Non-binary / third gender,Other,Other Party (Please Specify),Neque eros malesuada magnis. Sem justo purus. Volutpat ridiculus. Urna maecenas elit wisi! Convallis.,,Closer to Republican Party,24,42,Low importance,Banning political rallies,Likely,Somewhat uncomfortable,Very uncomfortable,Very comfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,,24,42,-18,18,6,2,3,5,1,7,7,1,4.333333333333333,1.6947398913996945,1,24.0,42.0,-18.0,1,1.0,Electoral,Banning political rallies,InParty-Electoral,Republican,0.0,Policy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Non-binary / third gender,Black or African American,No Preference,,,Neither,50,40,Moderately important,Prosecuting journalists for unfair news coverage,Somewhat unlikely,Uncomfortable,Very uncomfortable,Somewhat comfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,,50,40,10,10,3,4,2,6,1,7,5,3,5.333333333333333,1.3174723277673677,0,50.0,40.0,10.0,1,1.0,Policy,Prosecuting journalists for unfair news coverage,InParty-Policy,Republican,0.0,Democracy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,55 - 64,Non-binary / third gender,American Indian or Alaska Native,Other Party (Please Specify),"Faucibus. Vulputate, sodales. Phasellus sollicitudin diam urna! Proin fusce? Ligula atque euismod eget.",,Closer to Republican Party,36,35,Important,Banning political rallies,Very unlikely,Somewhat comfortable,Very Comfortable,Very uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,36,35,1,1,1,5,5,3,7,1,1,7,3.6666666666666665,-1.510789276444133,1,36.0,35.0,1.0,1,0.0,Electoral,Banning political rallies,OutParty-Electoral,Democratic,0.0,Electoral,1.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Non-binary / third gender,Other,Democrat,,Strong,,16,50,Low importance,Manipulating geographic boundaries of election districts,Somewhat likely,Neither comfortable nor uncomfortable,Very Comfortable,Somewhat uncomfortable,Democrat,The governor took this action in an effort to reshape democratic norms and institutions,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,16,50,-34,34,5,2,4,4,7,1,3,5,3.3333333333333335,-0.4766171988836816,-3,50.0,16.0,34.0,1,0.0,Policy,Manipulating geographic boundaries of election districts,OutParty-Policy,Republican,0.0,Democracy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,65 - 74,Female,Other,Independent,,,Closer to Republican Party,0,92,Moderately important,Directing law enforcement to investigate politicians of the opposing party,Neither likely nor unlikely,Very comfortable,Comfortable,Neither comfortable nor uncomfortable,Not Specified,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,0,92,-92,92,4,4,7,1,6,2,4,4,2.3333333333333335,-1.0372031941232516,1,0.0,92.0,-92.0,1,0.0,Electoral,Directing law enforcement to investigate politicians of the opposing party,OutParty-Electoral,Democratic,0.0,Electoral,1.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,18 - 24,Prefer not to say,Asian,Other Party (Please Specify),"Porttitor suspendisse? Blandit tempora lacus dolorem orci tortor, gravida tincidunt.",,Neither,4,88,Important,Restructuring the state’s highest court in the incumbent’s favor,Very likely,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Comfortable,Republican,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,,4,88,-84,84,7,5,4,4,4,4,6,2,3.3333333333333335,0.7976951280741698,0,4.0,88.0,-84.0,1,1.0,Policy,Restructuring the state’s highest court in the incumbent’s favor,InParty-Policy,Republican,1.0,Democracy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,75 - 84,Prefer not to say,Black or African American,No Preference,,,Neither,39,56,Low importance,Directing law enforcement to investigate politicians of the opposing party,Somewhat unlikely,Very uncomfortable,Uncomfortable,Somewhat comfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,,39,56,-17,17,3,2,1,7,2,6,5,3,5.333333333333333,1.5740137193770074,0,56.0,39.0,17.0,1,1.0,Policy,Directing law enforcement to investigate politicians of the opposing party,InParty-Policy,Democratic,0.0,Democracy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,75 - 84,Female,Other,Independent,,,Closer to Republican Party,8,87,Moderately important,Directing law enforcement to investigate politicians of the opposing party,Very likely,Comfortable,Somewhat comfortable,Uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,Control,Policy,Republican,Democratic,Republican,Democrat,,,8,87,-79,79,7,4,6,2,5,3,2,6,3.6666666666666665,-1.3425598924011557,1,8.0,87.0,-79.0,0,,Policy,Directing law enforcement to investigate politicians of the opposing party,Control,Not Specified,0.0,Electoral,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,25 - 34,Male,Asian,Independent,,,Closer to Democratic Party,26,20,Very important,Directing law enforcement to investigate politicians of the opposing party,Somewhat unlikely,Somewhat comfortable,Comfortable,Uncomfortable,Democrat,The governor took this action to pursue a specific policy outcome.,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,,26,20,6,6,3,6,5,3,6,2,2,6,3.6666666666666665,-1.086018500791516,-1,20.0,26.0,-6.0,1,1.0,Policy,Directing law enforcement to investigate politicians of the opposing party,InParty-Policy,Democratic,0.0,Policy,1.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,18 - 24,Non-binary / third gender,White,Republican,,Not Very Strong,,92,58,Extremely important,Prosecuting journalists for unfair news coverage,Very unlikely,Neither comfortable nor uncomfortable,Comfortable,Somewhat comfortable,Democrat,The governor took this action to pursue a specific policy outcome.,Control,Policy,Republican,Democratic,Republican,Democrat,,,92,58,34,34,1,7,4,4,6,2,5,3,3.0,0.30101348706712994,2,92.0,58.0,34.0,0,,Policy,Prosecuting journalists for unfair news coverage,Control,Not Specified,0.0,Policy,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,75 - 84,Non-binary / third gender,Asian,Other Party (Please Specify),Blandit metus aliquet pellentesque? Potenti porttitor ab. Magna at etiam commodo at nunc vestibulum? Posuere.,,Neither,75,72,Not at all important,Prosecuting journalists for unfair news coverage,Unlikely,Neither comfortable nor uncomfortable,Very Comfortable,Neither comfortable nor uncomfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,,75,72,3,3,2,1,4,4,7,1,4,4,3.0,-0.12375728858548714,0,75.0,72.0,3.0,1,1.0,Electoral,Prosecuting journalists for unfair news coverage,InParty-Electoral,Republican,1.0,Electoral,1.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,85 or older,Male,Native Hawaiian or Pacific Islander,No Preference,,,Closer to Republican Party,50,2,Slightly important,Restructuring the state’s highest court in the incumbent’s favor,Unlikely,Very comfortable,Neither comfortable nor uncomfortable,Uncomfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,,50,2,48,48,2,3,7,1,4,4,2,6,3.6666666666666665,-1.5991012840107952,1,50.0,2.0,48.0,1,1.0,Democracy,Restructuring the state’s highest court in the incumbent’s favor,InParty-Democracy,Republican,0.0,Policy,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,45 - 54,Prefer not to say,Other,Other Party (Please Specify),"Quis integer vel? Luctus, dolor volutpat luctus ullamcorper sodales. Pellentesque. Cursus aenean est mi sed.",,Closer to Republican Party,9,0,Very important,Restructuring the state’s highest court in the incumbent’s favor,Somewhat unlikely,Somewhat uncomfortable,Very uncomfortable,Somewhat uncomfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,Control,Electoral,Republican,Democratic,Republican,Democrat,,,9,0,9,9,3,6,3,5,1,7,3,5,5.666666666666667,0.2833002502069164,1,9.0,0.0,9.0,0,,Electoral,Restructuring the state’s highest court in the incumbent’s favor,Control,Not Specified,1.0,Democracy,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,1,TRUE,4/28/26 8:05,test,,55 - 64,Female,White,No Preference,,,Neither,66,41,Moderately important,Directing law enforcement to investigate politicians of the opposing party,Very likely,Very uncomfortable,Very Comfortable,Very comfortable,Republican,The governor took this action to gain an electoral advantage or to respond to similar actions taken by the other party in the past,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,66,41,25,25,7,4,1,7,7,1,7,1,3.0,1.9201792132012838,0,66.0,41.0,25.0,1,0.0,Democracy,Directing law enforcement to investigate politicians of the opposing party,OutParty-Democracy,Democratic,0.0,Electoral,0.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,35 - 44,Prefer not to say,Asian,Independent,,,Neither,78,19,Slightly important,Manipulating geographic boundaries of election districts,Very unlikely,Comfortable,Uncomfortable,Somewhat uncomfortable,Not Specified,The governor took this action in an effort to reshape democratic norms and institutions,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,78,19,59,59,1,3,6,2,2,6,3,5,4.333333333333333,-0.7739673860396934,0,78.0,19.0,59.0,1,0.0,Democracy,Manipulating geographic boundaries of election districts,OutParty-Democracy,Democratic,0.0,Democracy,1.0
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,55 - 64,Female,American Indian or Alaska Native,Republican,,Not Very Strong,,46,7,Moderately important,Prosecuting journalists for unfair news coverage,Likely,Somewhat comfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Democrat,The governor took this action to pursue a specific policy outcome.,Control,Electoral,Republican,Democratic,Republican,Democrat,,,46,7,39,39,6,4,5,3,3,5,4,4,4.0,-0.16456608413185903,2,46.0,7.0,39.0,0,,Electoral,Prosecuting journalists for unfair news coverage,Control,Not Specified,0.0,Policy,
4/28/26 8:05,4/28/26 8:05,Survey Test,100,0,TRUE,4/28/26 8:05,test,,55 - 64,Non-binary / third gender,Other,Democrat,,Strong,,66,74,Not at all important,Directing law enforcement to investigate politicians of the opposing party,Somewhat likely,Very comfortable,Comfortable,Very uncomfortable,Not Specified,The governor took this action to pursue a specific policy outcome.,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,,66,74,-8,8,5,1,7,1,6,2,1,7,3.3333333333333335,-2.095782925017835,-3,74.0,66.0,8.0,1,1.0,Electoral,Directing law enforcement to investigate politicians of the opposing party,InParty-Electoral,Democratic,0.0,Policy,0.0
