Introduction/Consent,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Prior_awareness,Prior_participation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...40,Event2_Prob_Post_1...41,Event3_Prob_Post_1...42,Event4_Prob_Post_1...43,Event1_Prob_Post_1...44,Event2_Prob_Post_1...45,Event3_Prob_Post_1...46,Event4_Prob_Post_1...47,Event1_Prob_Post_1...48,Event2_Prob_Post_1...49,Event3_Prob_Post_1...50,Event4_Prob_Post_1...51,ParticipantId,assignmentId,projectId,Market_Price_m_kxusdebtmon-26may01,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxdhsfund,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Yes,No,Prosecuting journalists for unfair news coverage,18,66,Important,83,17,22,35,66,Comfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,37,33,10,75,NA,NA,NA,NA,6C739508770441DCBADD97B2C1E6CA91,019de998-6bee-7b64-ad12-e99e18d7011b,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Policy,Democratic,Republican,Democrat,Republican,NA,NA,media,3,36,"Some college, but no degree",Female,Other,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",Black or African American,Full-time
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Yes,No,Prosecuting journalists for unfair news coverage,66,3,Important,81,75,50,99,64,Uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,82,75,50,99,NA,NA,NA,NA,D5DE0F46EEF341A383C94F3271F02925,019de998-866a-7981-accc-be848b542ed5,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Policy,Republican,Democratic,Republican,Democrat,NA,NA,media,1,60,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",White,Part-time
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Yes,No,Prosecuting journalists for unfair news coverage,80,20,Important,40,10,80,75,64,Somewhat uncomfortable,Very Comfortable,Comfortable,Somewhat likely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,75,24,85,95,NA,NA,NA,NA,7DC65AC76B9B4F98A50C562D0866969E,019de997-6327-7527-afe6-42dc80775016,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Democracy,Republican,Democratic,Republican,Democrat,NA,NA,media,1,71,"Some college, but no degree",Female,Retired,Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Retired
"Yes, I consent to participate.",Republican,NA,Strong,NA,No,No,Restructuring the state’s highest court to favor the party in power,100,0,Neither important nor unimportant,75,20,85,74,64,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,84,21,35,71,NA,NA,NA,NA,NA,NA,NA,NA,7694FFAEE26C4CCCA60878E6CF5C72C1,019de999-511d-706b-823c-223c265ddae1,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,0,60,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retail,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Other party (please specify),democratic socialist,NA,Neither,Yes,No,Restructuring the state’s highest court to favor the party in power,0,6,Very important,61,97,56,50,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,100,55,90,NA,NA,NA,NA,A70D634B746143A6A85C9439962184D4,019de998-3c92-7350-b3eb-6e84230de66f,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,2,58,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",An ethnicity not listed here,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,No,No,Restructuring the state’s highest court to favor the party in power,5,61,Very important,75,31,40,80,64,Neither comfortable nor uncomfortable,Somewhat comfortable,Comfortable,Very unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,70,40,50,80,NA,NA,NA,NA,C94FA161A5EB494882B71FA4C8E64308,019de999-785e-715b-87be-7e037fe6b75d,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,2,46,High school graduate - high school diploma or the equivalent (for example: GED),Male,Information Technology,Single,Democrat,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$10,000-$19,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,0,80,Important,96,10,23,65,64,Uncomfortable,Comfortable,Comfortable,Likely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,0,38,93,NA,NA,NA,NA,8DDA35523A2B4E7A94A4C8194994E23C,019de999-21b4-7f1c-9c92-71005db2913e,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,Control,Electoral,Democratic,Republican,Democrat,Republican,NA,NA,courts,2,46,"Some college, but no degree",Female,Other,In a relationship,Democrat,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"$60,000-$69,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,40,40,Very important,72,30,75,60,64,Neither comfortable nor uncomfortable,Comfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,30,75,90,NA,NA,NA,NA,76555D591C8B42DEA182443FD845CD8D,019de998-9590-7044-90bd-502cd5aad404,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,3,35,"Some college, but no degree",Male,Other,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$10,000-$19,999",An ethnicity not listed here,Unemployed
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,10,90,Very important,70,30,50,50,64,Very uncomfortable,Very uncomfortable,Uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,90,30,50,90,NA,NA,NA,NA,88678D4ECF1E4036AFF9B36C88234BDE,019de997-5376-7d67-83b5-4a65268d2a71,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,2,60,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Information Technology,Married,Democrat,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$175,000-$199,999",An ethnicity not listed here,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Yes,Yes,Restructuring the state’s highest court to favor the party in power,46,54,Important,50,23,38,58,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,46,18,31,66,NA,NA,NA,NA,NA,NA,NA,NA,AD2212484BD249EB87CEEB3282C4FFFD,019de997-4fa2-7f78-a8bd-606767d8a385,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0,32,"Some college, but no degree",Male,Architecture and Construction,In a civil union/partnership,Independent,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,Yes,Prosecuting journalists for unfair news coverage,39,56,Important,65,36,67,50,64,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,61,40,62,59,NA,NA,NA,NA,NA,NA,NA,NA,A80B1E4F00AF48FCBF78C54040FAD5C7,019de99b-2c7f-7ed7-b59d-72fa6d338c6c,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,0,26,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,3,61,Very important,60,42,54,56,64,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,96,45,52,99,NA,NA,NA,NA,E550F88BE6CE4D0894E8A7A0F2817EAD,019de99a-127a-7e44-a29c-13f8749f1a11,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1,45,"Bachelor's degree (for example: BA, AB, BS)",Male,Retail,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",Chinese,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,No,Restructuring the state’s highest court to favor the party in power,30,30,Important,72,26,31,59,64,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,68,30,25,39,NA,NA,NA,NA,C438A6BF20F74BEDA877721BD78910D8,019de998-a8df-7e3f-b37d-0de78df7b6da,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,1,24,"Associate degree (for example: AA, AS)",Female,Education & Training,Married,Prefer not to say,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",Asian Indian,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Republican,NA,Strong,NA,No,No,Directing law enforcement to investigate politicians of the opposing party,80,0,Somewhat important,89,81,29,100,64,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very unlikely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,81,62,67,90,NA,NA,NA,NA,DC63283306B34D168E0B81039A75DD95,019de999-de53-76eb-9645-d0e51571ac1b,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,investigate,1,71,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,No,No,Banning political rallies,10,90,Very important,70,30,50,50,64,Somewhat uncomfortable,Somewhat uncomfortable,Uncomfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,70,30,50,50,NA,NA,NA,NA,NA,NA,NA,NA,562B45AE27314DDE9544A0E2A85C6F32,019de99a-56fc-7c82-baeb-4d6012912fd7,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,rallies,0,37,"Bachelor's degree (for example: BA, AB, BS)",Female,Medicine,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$150,000-$174,999",Filipino,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,0,50,Very important,100,40,90,86,64,Very uncomfortable,Very uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,100,40,90,95,NA,NA,NA,NA,8DBE442A36DD44648908CCF06EE4F3B3,019de99a-2242-7f6d-ad6c-c254bf98d192,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,Control,Democracy,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,1,65,"Some college, but no degree",Male,Other,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,92,6,Very important,58,41,52,69,64,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,95,47,51,93,NA,NA,NA,NA,EE5B6ECBD0AB4F448E473BAE04F4D322,019de99a-2409-7573-980c-71065f8ebb32,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Democracy,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,2,66,"Associate degree (for example: AA, AS)",Male,Retired,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Retired
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,35,65,Very important,40,19,50,100,64,Somewhat comfortable,Comfortable,Comfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,41,19,50,100,NA,NA,NA,NA,NA,NA,NA,NA,A04D95DEA6604EE98CF27F20FD2D620F,019de999-1c7f-70af-aba4-b9f5a3f5f894,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0,68,"Bachelor's degree (for example: BA, AB, BS)",Female,Information Technology,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Full-time
"Yes, I consent to participate.",No preference,NA,NA,Neither,No,No,Directing law enforcement to investigate politicians of the opposing party,63,50,Unimportant,89,17,64,50,64,Very comfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,87,27,66,39,NA,NA,NA,NA,NA,NA,NA,NA,F12480E190274A03B8329582AEF101D9,019de99b-2d41-72d3-9bcd-7097814bf8cb,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,investigate,0,35,"Some college, but no degree",Female,Other,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",Black or African American,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Independent,NA,NA,Neither,No,No,Restructuring the state’s highest court to favor the party in power,60,30,Neither important nor unimportant,61,30,81,40,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,100,10,100,0,NA,NA,NA,NA,252B2F2D24A94622BF6DCB43460DFDC7,019de99b-dce6-77f5-a6e0-73b162b24335,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,2,35,"Some college, but no degree",Female,Education & Training,Married,Independent,"Yes, Puerto Rican",Woman,United States,"$30,000-$39,999",White,Part-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,No,No,Banning political rallies,7,0,Very important,37,4,44,0,64,Neither comfortable nor uncomfortable,Very uncomfortable,Comfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,10,23,30,NA,NA,NA,NA,8629D06659DE40C28BECB6CC28781A86,019de997-199d-791f-a5b4-546cb1826277,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Policy,Republican,Democratic,Republican,Democrat,NA,NA,rallies,3,64,"Bachelor's degree (for example: BA, AB, BS)",Female,Information Technology,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Yes,Yes,Prosecuting journalists for unfair news coverage,50,50,Very important,77,0,0,100,64,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,0,0,100,NA,NA,NA,NA,0F6CE6CC10AD48C78217B1E882B9494D,019de999-abcb-7182-8d64-fcad8839aa14,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,3,35,"Bachelor's degree (for example: BA, AB, BS)",Female,Social Sciences,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",An ethnicity not listed here,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,No,No,Restructuring the state’s highest court to favor the party in power,3,90,Important,70,0,10,50,64,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,50,53,100,NA,NA,NA,NA,BB217BA2F37E4035A2E869FF99532A54,019de99a-5049-7e71-bad7-7ae6434459f9,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,3,65,"Associate degree (for example: AA, AS)",Female,Information Technology,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$80,000-$89,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,Yes,Directing law enforcement to investigate politicians of the opposing party,22,33,Very important,68,29,20,55,64,Neither comfortable nor uncomfortable,Comfortable,Comfortable,Likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,51,18,100,NA,NA,NA,NA,30A264DBBF9F4CA3B0B1768B361B0F79,019de99c-1ebb-797c-a52d-59a51cf9670b,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,Control,Policy,Democratic,Republican,Democrat,Republican,NA,NA,investigate,2,43,"Bachelor's degree (for example: BA, AB, BS)",Male,Manufacturing,Single,Democrat,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$70,000-$79,999",An ethnicity not listed here,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,No,No,Prosecuting journalists for unfair news coverage,60,15,Somewhat unimportant,99,80,75,100,64,Uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Likely,Not specified,The governor took action to pursue a specific policy outcome.,95,97,75,100,NA,NA,NA,NA,NA,NA,NA,NA,0B8D09A73ED140CF84C5320DAE27F350,019de999-a4e3-7270-87ed-f159c61980ff,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,media,0,67,"Bachelor's degree (for example: BA, AB, BS)",Male,Retired,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$10,000-$19,999",White,Retired
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,No,No,Restructuring the state’s highest court to favor the party in power,0,88,Very important,86,12,75,87,64,Very uncomfortable,Uncomfortable,Very uncomfortable,Very unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,55,17,19,78,NA,NA,NA,NA,D9DC896600EA41319F145CB2A39C27F9,019de99d-73ec-73b2-92ac-040d4edde731,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,2,28,High school graduate - high school diploma or the equivalent (for example: GED),Female,I’d Rather Not Say,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Unsure,No,Manipulating geographic boundaries of election districts,10,82,Important,75,20,31,65,64,Somewhat comfortable,Somewhat comfortable,Comfortable,Somewhat likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,86,46,60,96,NA,NA,NA,NA,777B74E8D0864932B0D4CDDE7E8D5E64,019de99d-2153-7387-90f9-01f68fb3b1a9,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,Control,Democracy,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,1,21,"Some college, but no degree",Female,"Science, Technology, Engineering & Mathematics",In a relationship,Democrat,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"$150,000-$174,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,0,100,Very important,97,19,23,26,64,Uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,0,14,97,NA,NA,NA,NA,85C92CDBAC71452684E2566DAB6C7342,019de99b-c901-74a3-8e5c-76f326743a04,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,2,65,"Associate degree (for example: AA, AS)",Female,Medicine,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,Yes,Restructuring the state’s highest court to favor the party in power,34,42,Important,66,43,80,94,64,Comfortable,Comfortable,Somewhat comfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,76,65,84,95,NA,NA,NA,NA,NA,NA,NA,NA,D3A4E7E39B124706919E83F681F45BCE,019de99f-4438-7625-93be-29ce24bd9ef1,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,0,18,Prefer not to say,Male,Other,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"Less than $10,000",Chinese,Student
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,No,Directing law enforcement to investigate politicians of the opposing party,75,66,Very important,65,92,100,60,64,Comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,100,100,65,NA,NA,NA,NA,9BB066BAC8824CF7AD32B1B5DB2AAE7D,019de997-a019-7a0a-8331-a9769a696a68,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,1,46,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Married,Prefer not to say,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,No,No,Restructuring the state’s highest court to favor the party in power,15,34,Somewhat important,63,30,20,65,64,Somewhat comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,82,30,41,80,NA,NA,NA,NA,25FFB24F61EC41D4920BB2BA3DF4CD78,019de99a-0b1c-79e9-9ed4-05d490d375af,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,1,66,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Other,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Retired
"Yes, I consent to participate.",No preference,NA,NA,Neither,Yes,No,Manipulating geographic boundaries of election districts,0,0,Somewhat important,72,0,10,50,100,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,82,0,0,50,NA,NA,NA,NA,76A2D345CE77419AA375845D5EA63A2F,019de99a-6569-7749-a3da-43d760ab902d,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1,32,"Some college, but no degree",Female,I’d Rather Not Say,Single,Prefer not to say,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",Black or African American,Prefer not to say
"Yes, I consent to participate.",Republican,NA,Strong,NA,No,No,Directing law enforcement to investigate politicians of the opposing party,92,9,Somewhat important,60,68,81,82,64,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat likely,Not specified,The governor took action to pursue a specific policy outcome.,70,64,70,90,NA,NA,NA,NA,NA,NA,NA,NA,DA8B15BC54254E0FBD50D7B01A50DBE8,019de99a-81a5-705e-9bca-5c5e0c32e9ed,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,Control,Democracy,Republican,Democratic,Republican,Democrat,NA,NA,investigate,0,75,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",White,Part-time
